FAMSIZE,SEX,AGE,MARST,BIRTHYR,YRMARR,RACE,HISPAN,HCOVANY,EDUC,CLASSWKR,UHRSWORK,WORKEDYR,INCTOT,FTOTINC,INCWAGE,INCBUS00,INCWELFR,VETDISAB,DIFFHEAR,VETSTAT,DEPARTS,ARRIVES,GCHOUSE,WORK_STATUS,id
1,male,65,Widowed,1949,1990,white,0,1,College or greater,Works for wages,40,Yes,28000,9999999,15000,0,0,3,1,Veteran,NA,NA,0,Not in labor force,496
1,female,77,Widowed,1937,1953,white,0,1,College or greater,Self-employed,0,No,13410,13410,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,497
1,female,71,Divorced,1943,1972,Otherse,0,1,College or greater,Works for wages,0,No,46200,46200,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,498
3,female,70,Never married,1944,0,white,1,1,Less than high school,Self-employed,0,No,3400,50400,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,499
1,female,87,Widowed,1927,1944,white,0,1,High school,Works for wages,0,No,12000,12000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,500
3,female,83,Widowed,1931,1952,white,0,1,High school,Works for wages,0,No,13700,113850,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,501
2,female,84,Widowed,1930,1966,Black,0,1,High school,Self-employed,0,No,8700,69700,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,502
2,female,67,Married,1947,1993,white,0,1,High school,Works for wages,0,No,8500,38000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,503
2,male,75,Married,1939,1984,white,0,1,College or greater,Works for wages,0,No,11600,18500,0,0,0,1,0,Not a veteran,NA,NA,0,Not in labor force,504
4,female,65,Widowed,1949,1971,Otherse,1,1,High school,Works for wages,20,Yes,33100,33100,11500,0,0,0,0,Not a veteran,PM,PM,1,Employed,505
1,female,87,Divorced,1927,1949,white,1,1,High school,Works for wages,0,No,20400,9999999,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,506
1,female,86,Widowed,1928,1951,white,0,1,High school,Works for wages,0,No,20000,20000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,507
2,female,82,Married,1932,1980,white,0,1,High school,Works for wages,0,No,14000,28000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,508
1,female,83,Widowed,1931,1946,white,0,1,High school,Self-employed,0,No,37200,37200,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,509
1,female,85,Widowed,1929,1973,white,0,1,College or greater,Works for wages,0,No,24400,24400,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,510
1,female,87,Widowed,1927,1946,white,1,1,Less than high school,Self-employed,0,No,8600,9999999,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,511
2,female,74,Married,1940,1958,white,0,1,High school,Works for wages,0,No,33030,45730,0,0,0,1,0,Not a veteran,NA,NA,0,Not in labor force,512
1,female,76,Divorced,1938,1985,white,0,1,College or greater,Works for wages,0,No,20000,20000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,513
2,male,65,Married,1949,1975,white,0,1,College or greater,Self-employed,40,Yes,57200,57200,0,3000,0,0,0,Not a veteran,NA,NA,0,Employed,514
2,female,72,Married,1942,1985,white,0,1,College or greater,Self-employed,30,Yes,15100,55800,6400,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,515
2,female,72,Married,1942,1962,white,0,1,High school,Works for wages,0,No,12000,30200,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,516
2,male,79,Married,1935,1978,white,0,1,High school,Works for wages,0,No,33200,41200,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,517
2,female,68,Married,1946,1980,white,0,1,College or greater,Works for wages,32,Yes,51800,102800,35000,0,0,0,0,Not a veteran,PM,PM,0,Employed,518
2,male,71,Married,1943,1980,white,0,1,College or greater,Works for wages,40,Yes,107000,160000,80000,0,0,1,0,Veteran,NA,NA,0,Not in labor force,519
2,male,69,Never married,1945,0,white,0,1,High school,Self-employed,0,No,8400,15000,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,520
2,female,66,Married,1948,1968,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",32050,77690,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,521
3,male,80,Married,1934,1956,Black,0,1,Less than high school,Self-employed,0,No,16000,74100,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,522
2,female,66,Divorced,1948,1981,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",51200,61700,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,523
2,female,84,Married,1930,1951,white,0,1,College or greater,Self-employed,0,No,13000,88100,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,524
1,male,85,Widowed,1929,1949,white,0,1,College or greater,Works for wages,0,No,36700,36700,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,525
2,male,84,Married,1930,1993,white,0,1,High school,Works for wages,0,No,60000,81000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,526
2,female,76,Married,1938,1969,white,0,1,College or greater,Works for wages,0,No,11000,11000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,527
2,female,68,Married,1946,1997,Asian,0,1,High school,Works for wages,0,No,7400,108700,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,528
2,female,66,Married,1948,1971,white,0,1,College or greater,Works for wages,0,No,51000,183800,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,529
2,female,74,Married,1940,1985,white,0,1,High school,Works for wages,0,No,22800,46800,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,530
1,female,66,Never married,1948,0,Black,0,1,College or greater,Works for wages,20,Yes,99110,99110,53000,0,0,0,0,Not a veteran,PM,PM,0,Employed,531
1,male,68,Widowed,1946,1990,Black,0,1,High school,Works for wages,0,No,7200,9999999,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,532
2,female,68,Married,1946,2003,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",28300,173300,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,533
2,female,74,Divorced,1940,1968,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",86100,86100,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,534
1,female,85,Widowed,1929,1952,white,0,1,High school,Works for wages,0,No,21100,21100,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,535
2,female,80,Widowed,1934,1999,white,0,1,High school,Works for wages,0,No,42000,49000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,536
1,female,70,Divorced,1944,1995,Asian,0,1,Less than high school,Works for wages,0,No,9180,9180,0,0,480,0,0,Not a veteran,NA,NA,0,Not in labor force,537
1,female,72,Divorced,1942,1970,white,0,1,College or greater,Works for wages,0,No,38600,38600,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,538
2,female,67,Married,1947,1967,white,0,1,College or greater,Works for wages,0,No,7420,86320,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,539
3,male,89,Married,1925,1958,white,0,1,High school,Works for wages,0,No,46300,66700,0,0,0,1,1,Veteran,NA,NA,0,Not in labor force,540
2,female,66,Married,1948,1989,white,0,1,College or greater,Works for wages,0,No,11000,46100,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,541
3,male,83,Married,1931,1960,white,0,1,High school,Works for wages,0,No,34490,41390,0,0,0,1,0,Not a veteran,NA,NA,0,Not in labor force,542
1,female,73,Widowed,1941,1968,white,0,1,High school,Works for wages,0,No,27700,27700,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,543
6,male,71,Married,1943,1991,Asian,0,1,High school,Works for wages,0,No,6600,60000,0,0,0,0,0,Not a veteran,NA,NA,1,Not in labor force,544
1,female,94,Never married,1920,0,white,0,1,College or greater,Works for wages,0,No,47500,47500,0,0,0,3,0,Veteran,NA,NA,0,Not in labor force,545
1,male,65,Widowed,1949,1970,white,0,1,College or greater,Works for wages,0,No,93000,93000,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,546
1,female,68,Divorced,1946,1969,white,0,1,College or greater,Works for wages,24,Yes,27200,27200,3500,0,0,0,0,Not a veteran,PM,PM,0,Employed,547
1,female,65,Married,1949,1978,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",28800,28800,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,548
2,male,82,Married,1932,1955,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",27600,49200,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,549
1,female,74,Widowed,1940,1969,white,0,1,High school,Works for wages,0,No,19300,19300,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,550
1,female,71,Widowed,1943,1986,white,0,1,College or greater,Works for wages,4,Yes,9000,9000,1000,0,0,0,0,Not a veteran,PM,PM,0,Employed,551
1,male,68,Divorced,1946,1966,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",15800,15800,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,552
3,male,65,Married,1949,1968,white,0,1,High school,Self-employed,0,"No, but worked 1-5 yrs age",63000,137000,0,0,0,5,0,Veteran,NA,NA,0,Not in labor force,553
2,male,78,Married,1936,1958,white,0,1,High school,Self-employed,15,Yes,36100,43000,0,19500,0,1,0,Veteran,NA,NA,0,Employed,554
2,female,76,Never married,1938,0,white,0,1,High school,Works for wages,0,No,12000,30700,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,555
2,female,67,Married,1947,1968,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",11800,50700,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,556
2,male,77,Married,1937,1963,white,0,1,High school,Works for wages,0,No,21600,27600,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,557
2,female,66,Married,1949,1970,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",11700,35070,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,558
4,male,69,Married,1946,1984,white,0,1,College or greater,Works for wages,40,Yes,42550,54050,11800,0,0,1,0,Veteran,NA,NA,1,Not in labor force,559
2,female,71,Married,1944,1968,Black,0,1,College or greater,Works for wages,0,No,21250,39250,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,560
3,male,81,Married,1934,1960,Black,0,1,College or greater,Self-employed,0,No,56200,83200,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,561
2,male,83,Married,1932,1951,white,0,1,High school,Works for wages,0,No,269000,278700,0,0,0,1,1,Veteran,NA,NA,0,Not in labor force,562
2,female,70,Married,1945,1963,white,0,1,High school,Works for wages,0,No,13500,38800,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,563
2,male,67,Married,1948,1968,white,0,1,High school,Works for wages,0,No,19700,50450,0,0,0,1,0,Not a veteran,NA,NA,0,Not in labor force,564
2,female,68,Married,1947,1968,white,0,1,High school,Works for wages,0,No,0,28000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,565
2,female,80,Married,1935,1984,white,0,1,College or greater,Works for wages,0,No,12600,26500,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,566
1,female,93,Widowed,1922,1943,white,0,1,Less than high school,Works for wages,0,No,18600,18600,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,567
2,female,69,Married,1946,1967,white,0,1,College or greater,Self-employed,36,Yes,50000,90000,0,50000,0,0,0,Not a veteran,NA,NA,0,Employed,568
3,male,66,Married,1949,1971,Otherse,0,1,High school,Self-employed,40,Yes,277800,388800,0,264000,0,1,0,Veteran,PM,PM,0,Employed,569
2,female,68,Divorced,1947,1975,white,0,1,College or greater,Works for wages,50,Yes,49000,84000,49000,0,0,0,1,Not a veteran,PM,PM,0,Employed,570
2,female,66,Married,1949,1974,Otherse,0,0,High school,Works for wages,0,No,0,19100,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,571
1,male,88,Married,1927,2011,white,0,1,College or greater,Works for wages,0,No,32100,9999999,0,0,0,1,1,Veteran,NA,NA,0,Not in labor force,572
1,male,73,Divorced,1942,1974,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",7700,7700,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,573
1,female,72,Widowed,1943,1962,white,1,1,High school,Works for wages,0,No,4500,4500,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,574
2,male,71,Married,1944,2007,white,0,1,College or greater,Works for wages,0,No,22200,22200,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,575
1,female,78,Widowed,1937,1970,white,0,1,College or greater,Works for wages,0,No,29800,29800,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,576
3,female,75,Married,1940,1958,white,0,1,High school,Works for wages,20,Yes,35000,138300,15000,0,0,0,0,Not a veteran,PM,PM,0,Employed,577
2,male,66,Married,1949,1994,Otherse,1,1,High school,Works for wages,0,No,46000,58000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,578
2,male,78,Married,1937,1960,white,0,1,High school,Works for wages,0,No,56800,82400,0,0,0,1,1,Veteran,NA,NA,0,Not in labor force,579
1,female,85,Widowed,1930,1949,white,0,1,High school,Works for wages,0,No,23500,23500,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,580
2,male,66,Married,1949,1976,white,0,1,High school,Works for wages,0,No,15700,33700,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,581
1,female,94,Divorced,1921,1971,white,0,1,High school,Works for wages,0,No,18500,18500,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,582
1,female,90,Widowed,1925,1976,white,0,1,College or greater,Works for wages,0,No,19200,9999999,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,583
2,male,65,Married,1950,1968,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",39100,60500,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,584
1,male,94,Widowed,1921,1944,white,0,1,Less than high school,Works for wages,0,No,22800,22800,0,0,0,9,0,Veteran,NA,NA,0,Not in labor force,585
2,female,66,Married,1949,1982,white,0,1,High school,Works for wages,0,No,8200,44100,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,586
2,female,74,Divorced,1941,1985,white,0,1,High school,Works for wages,0,No,13200,13200,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,587
2,male,76,Married,1939,1965,white,0,1,High school,Works for wages,0,No,69000,73400,0,0,0,1,1,Veteran,NA,NA,0,Not in labor force,588
2,male,78,Married,1937,1961,Black,0,1,High school,Works for wages,0,No,7800,47200,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,589
2,female,69,Married,1946,1967,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",47200,309800,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,590
4,female,82,Widowed,1933,1950,Asian,0,1,Less than high school,Self-employed,0,No,7600,136900,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,591
2,male,72,Married,1943,1994,white,0,1,High school,Self-employed,0,"No, but worked 1-5 yrs age",16800,63500,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,592
2,male,84,Married,1931,1958,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",65400,65400,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,593
1,female,75,Divorced,1940,2001,white,0,1,College or greater,Self-employed,32,Yes,159500,159500,0,4500,0,0,0,Not a veteran,PM,PM,0,Employed,594
4,female,83,Widowed,1932,1949,white,1,1,High school,Works for wages,0,No,0,97000,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,595
2,female,80,Married,1935,1954,white,0,1,College or greater,Works for wages,0,No,3300,44400,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,596
1,female,78,Widowed,1937,1986,white,0,1,High school,Works for wages,0,No,24000,24000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,597
1,female,86,Widowed,1929,1952,white,0,1,College or greater,Works for wages,32,Yes,42100,42100,14200,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,598
2,male,68,Married,1947,1965,white,0,1,High school,Works for wages,40,Yes,61200,69000,42000,0,0,0,0,Not a veteran,PM,PM,0,Employed,599
1,female,94,Widowed,1921,1965,white,0,1,Less than high school,Works for wages,0,No,29600,9999999,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,600
4,male,68,Married,1947,2009,Otherse,1,1,Less than high school,Works for wages,40,Yes,20000,20000,20000,0,0,0,0,Not a veteran,PM,PM,0,Employed,601
2,male,72,Married,1943,1971,white,0,1,College or greater,Works for wages,0,No,54000,110000,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,602
2,female,66,Married,1949,1972,white,0,1,High school,Works for wages,30,Yes,35100,92400,24000,0,0,0,0,Not a veteran,PM,PM,0,Employed,603
1,female,68,Divorced,1947,1970,white,0,1,High school,Works for wages,0,No,12500,12500,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,604
2,female,66,Married,1949,2013,Asian,0,1,College or greater,Works for wages,40,Yes,121200,620200,110000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,605
2,female,82,Married,1933,1953,white,0,1,High school,Works for wages,0,No,7200,27900,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,606
2,female,75,Married,1940,1960,white,0,1,Less than high school,Works for wages,0,No,9000,18000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,607
2,male,73,Widowed,1942,1959,white,0,1,Less than high school,Works for wages,0,No,44100,44100,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,608
7,male,73,Married,1942,1964,Otherse,1,1,College or greater,Self-employed,54,Yes,99300,153300,0,74000,0,1,0,Veteran,NA,NA,1,Not in labor force,609
5,female,67,Married,1948,1971,Otherse,1,1,Less than high school,Works for wages,0,No,6000,66500,0,0,0,0,0,Not a veteran,NA,NA,1,Not in labor force,610
2,male,65,Married,1950,2002,white,0,1,College or greater,Works for wages,0,No,42000,47000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,611
1,female,94,Widowed,1921,1944,Black,0,1,College or greater,Works for wages,0,No,25600,25600,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,612
2,male,66,Married,1949,1966,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",185000,203800,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,613
3,male,71,Married,1944,1962,white,0,1,High school,Works for wages,0,No,18000,92200,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,614
2,male,70,Married,1945,2012,white,0,1,College or greater,Works for wages,0,No,22500,113100,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,615
1,female,75,Divorced,1940,1957,white,0,1,College or greater,Self-employed,0,"No, but worked 1-5 yrs age",10700,10700,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,616
1,female,68,Never married,1947,0,Black,0,1,High school,Works for wages,0,No,14500,14500,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,617
3,male,79,Married,1936,1967,white,0,1,College or greater,Works for wages,0,No,31000,49700,0,0,0,1,1,Veteran,NA,NA,0,Not in labor force,618
2,female,65,Married,1950,2012,white,0,1,College or greater,Works for wages,0,No,9300,72300,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,619
1,female,77,Divorced,1938,1965,Otherse,0,1,Less than high school,Works for wages,0,No,6700,6700,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,620
6,female,66,Married,1949,1970,Asian,0,1,College or greater,Works for wages,0,No,0,280000,0,0,0,0,0,Not a veteran,NA,NA,1,Not in labor force,621
2,male,83,Married,1932,1957,white,0,1,College or greater,Works for wages,0,No,17430,30630,0,0,0,1,1,Veteran,NA,NA,0,Not in labor force,622
2,female,79,Married,1936,1970,Asian,0,1,Less than high school,Works for wages,0,No,8900,17800,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,623
3,female,85,Widowed,1930,1980,white,0,1,Less than high school,Works for wages,0,No,29000,60700,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,624
2,female,80,Married,1935,1970,white,1,1,High school,Works for wages,0,No,1800,9000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,625
1,male,81,Widowed,1934,1964,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",15000,15000,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,626
2,male,69,Married,1946,1993,white,0,1,College or greater,Works for wages,0,No,40900,54100,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,627
1,female,83,Widowed,1932,1952,white,0,1,College or greater,Works for wages,0,No,17200,17200,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,628
